observation_id,git_revision,benchmark_config_sha256,workload_sha256,library,library_version,renderer,workload_size,repeat_index,execution_order_index,render_ms,update_ms,browser_name,browser_version,viewport_width,viewport_height,device_pixel_ratio,status,failure_code
OBS-VIS-00001,6276e0888e0f6ef7e8e676a451b80f7831504130,19c6c6cfbe908971fc21fd54a41f4e0598c6ec38bb263f18c3febc525b46691e,6d5d7b2997eb34afc962ba44cc1602225cac40392f1963c7e8c6b6af580a4f00,D3,7.9.0,svg,100,7,1,17.7,15.9,Edge,151.0.0.0,1440,900,1,COMPLETED,
OBS-VIS-00002,6276e0888e0f6ef7e8e676a451b80f7831504130,19c6c6cfbe908971fc21fd54a41f4e0598c6ec38bb263f18c3febc525b46691e,8b2911770f4e9d06cf8306aa8390b6e9e89c86ad6131e1ee69f0c151f1c1db68,Chart.js,4.4.8,canvas,10000,9,2,70.7,64.8,Edge,151.0.0.0,1440,900,1,COMPLETED,
OBS-VIS-00003,6276e0888e0f6ef7e8e676a451b80f7831504130,19c6c6cfbe908971fc21fd54a41f4e0598c6ec38bb263f18c3febc525b46691e,a02acfc720e8c40934a036e9e7b7bd67e2507ecece75ef552bec97d374eeef6a,D3,7.9.0,svg,1000,3,3,17.7,16.6,Edge,151.0.0.0,1440,900,1,COMPLETED,
OBS-VIS-00004,6276e0888e0f6ef7e8e676a451b80f7831504130,19c6c6cfbe908971fc21fd54a41f4e0598c6ec38bb263f18c3febc525b46691e,a02acfc720e8c40934a036e9e7b7bd67e2507ecece75ef552bec97d374eeef6a,Chart.js,4.4.8,canvas,1000,7,4,16.2,32.7,Edge,151.0.0.0,1440,900,1,COMPLETED,
OBS-VIS-00005,6276e0888e0f6ef7e8e676a451b80f7831504130,19c6c6cfbe908971fc21fd54a41f4e0598c6ec38bb263f18c3febc525b46691e,a02acfc720e8c40934a036e9e7b7bd67e2507ecece75ef552bec97d374eeef6a,ECharts,5.6.0,canvas,1000,10,5,34.4,29.9,Edge,151.0.0.0,1440,900,1,COMPLETED,
OBS-VIS-00006,6276e0888e0f6ef7e8e676a451b80f7831504130,19c6c6cfbe908971fc21fd54a41f4e0598c6ec38bb263f18c3febc525b46691e,8b2911770f4e9d06cf8306aa8390b6e9e89c86ad6131e1ee69f0c151f1c1db68,Chart.js,4.4.8,canvas,10000,3,6,82.3,80,Edge,151.0.0.0,1440,900,1,COMPLETED,
OBS-VIS-00007,6276e0888e0f6ef7e8e676a451b80f7831504130,19c6c6cfbe908971fc21fd54a41f4e0598c6ec38bb263f18c3febc525b46691e,8b2911770f4e9d06cf8306aa8390b6e9e89c86ad6131e1ee69f0c151f1c1db68,ECharts,5.6.0,canvas,10000,8,7,258.5,196.2,Edge,151.0.0.0,1440,900,1,COMPLETED,
OBS-VIS-00008,6276e0888e0f6ef7e8e676a451b80f7831504130,19c6c6cfbe908971fc21fd54a41f4e0598c6ec38bb263f18c3febc525b46691e,6d5d7b2997eb34afc962ba44cc1602225cac40392f1963c7e8c6b6af580a4f00,D3,7.9.0,svg,100,9,8,17.5,17.5,Edge,151.0.0.0,1440,900,1,COMPLETED,
OBS-VIS-00009,6276e0888e0f6ef7e8e676a451b80f7831504130,19c6c6cfbe908971fc21fd54a41f4e0598c6ec38bb263f18c3febc525b46691e,6d5d7b2997eb34afc962ba44cc1602225cac40392f1963c7e8c6b6af580a4f00,D3,7.9.0,svg,100,6,9,17.1,32.6,Edge,151.0.0.0,1440,900,1,COMPLETED,
OBS-VIS-00010,6276e0888e0f6ef7e8e676a451b80f7831504130,19c6c6cfbe908971fc21fd54a41f4e0598c6ec38bb263f18c3febc525b46691e,6d5d7b2997eb34afc962ba44cc1602225cac40392f1963c7e8c6b6af580a4f00,ECharts,5.6.0,canvas,100,7,10,32.6,16.6,Edge,151.0.0.0,1440,900,1,COMPLETED,
OBS-VIS-00011,6276e0888e0f6ef7e8e676a451b80f7831504130,19c6c6cfbe908971fc21fd54a41f4e0598c6ec38bb263f18c3febc525b46691e,6d5d7b2997eb34afc962ba44cc1602225cac40392f1963c7e8c6b6af580a4f00,ECharts,5.6.0,canvas,100,1,11,16.6,16.8,Edge,151.0.0.0,1440,900,1,COMPLETED,
OBS-VIS-00012,6276e0888e0f6ef7e8e676a451b80f7831504130,19c6c6cfbe908971fc21fd54a41f4e0598c6ec38bb263f18c3febc525b46691e,8b2911770f4e9d06cf8306aa8390b6e9e89c86ad6131e1ee69f0c151f1c1db68,ECharts,5.6.0,canvas,10000,10,12,233.7,195.4,Edge,151.0.0.0,1440,900,1,COMPLETED,
OBS-VIS-00013,6276e0888e0f6ef7e8e676a451b80f7831504130,19c6c6cfbe908971fc21fd54a41f4e0598c6ec38bb263f18c3febc525b46691e,a02acfc720e8c40934a036e9e7b7bd67e2507ecece75ef552bec97d374eeef6a,ECharts,5.6.0,canvas,1000,7,13,31.2,32.3,Edge,151.0.0.0,1440,900,1,COMPLETED,
OBS-VIS-00014,6276e0888e0f6ef7e8e676a451b80f7831504130,19c6c6cfbe908971fc21fd54a41f4e0598c6ec38bb263f18c3febc525b46691e,4e0f18ce5dd9532411cab14c6e4633216a8a36331fc602117fc07af1f6f9d436,D3,7.9.0,svg,5000,5,14,87.2,66.7,Edge,151.0.0.0,1440,900,1,COMPLETED,
OBS-VIS-00015,6276e0888e0f6ef7e8e676a451b80f7831504130,19c6c6cfbe908971fc21fd54a41f4e0598c6ec38bb263f18c3febc525b46691e,8b2911770f4e9d06cf8306aa8390b6e9e89c86ad6131e1ee69f0c151f1c1db68,ECharts,5.6.0,canvas,10000,4,15,221.4,203.7,Edge,151.0.0.0,1440,900,1,COMPLETED,
OBS-VIS-00016,6276e0888e0f6ef7e8e676a451b80f7831504130,19c6c6cfbe908971fc21fd54a41f4e0598c6ec38bb263f18c3febc525b46691e,6d5d7b2997eb34afc962ba44cc1602225cac40392f1963c7e8c6b6af580a4f00,D3,7.9.0,svg,100,1,16,33.3,18,Edge,151.0.0.0,1440,900,1,COMPLETED,
OBS-VIS-00017,6276e0888e0f6ef7e8e676a451b80f7831504130,19c6c6cfbe908971fc21fd54a41f4e0598c6ec38bb263f18c3febc525b46691e,6d5d7b2997eb34afc962ba44cc1602225cac40392f1963c7e8c6b6af580a4f00,Chart.js,4.4.8,canvas,100,5,17,16.6,16.7,Edge,151.0.0.0,1440,900,1,COMPLETED,
OBS-VIS-00018,6276e0888e0f6ef7e8e676a451b80f7831504130,19c6c6cfbe908971fc21fd54a41f4e0598c6ec38bb263f18c3febc525b46691e,4e0f18ce5dd9532411cab14c6e4633216a8a36331fc602117fc07af1f6f9d436,Chart.js,4.4.8,canvas,5000,6,18,36.8,33.1,Edge,151.0.0.0,1440,900,1,COMPLETED,
OBS-VIS-00019,6276e0888e0f6ef7e8e676a451b80f7831504130,19c6c6cfbe908971fc21fd54a41f4e0598c6ec38bb263f18c3febc525b46691e,6d5d7b2997eb34afc962ba44cc1602225cac40392f1963c7e8c6b6af580a4f00,D3,7.9.0,svg,100,2,19,16.8,17.7,Edge,151.0.0.0,1440,900,1,COMPLETED,
OBS-VIS-00020,6276e0888e0f6ef7e8e676a451b80f7831504130,19c6c6cfbe908971fc21fd54a41f4e0598c6ec38bb263f18c3febc525b46691e,8b2911770f4e9d06cf8306aa8390b6e9e89c86ad6131e1ee69f0c151f1c1db68,D3,7.9.0,svg,10000,6,20,153.3,121.3,Edge,151.0.0.0,1440,900,1,COMPLETED,
OBS-VIS-00021,6276e0888e0f6ef7e8e676a451b80f7831504130,19c6c6cfbe908971fc21fd54a41f4e0598c6ec38bb263f18c3febc525b46691e,6d5d7b2997eb34afc962ba44cc1602225cac40392f1963c7e8c6b6af580a4f00,ECharts,5.6.0,canvas,100,9,21,16.9,16.3,Edge,151.0.0.0,1440,900,1,COMPLETED,
OBS-VIS-00022,6276e0888e0f6ef7e8e676a451b80f7831504130,19c6c6cfbe908971fc21fd54a41f4e0598c6ec38bb263f18c3febc525b46691e,6d5d7b2997eb34afc962ba44cc1602225cac40392f1963c7e8c6b6af580a4f00,ECharts,5.6.0,canvas,100,4,22,33.7,16.3,Edge,151.0.0.0,1440,900,1,COMPLETED,
OBS-VIS-00023,6276e0888e0f6ef7e8e676a451b80f7831504130,19c6c6cfbe908971fc21fd54a41f4e0598c6ec38bb263f18c3febc525b46691e,6d5d7b2997eb34afc962ba44cc1602225cac40392f1963c7e8c6b6af580a4f00,Chart.js,4.4.8,canvas,100,1,23,15.3,17.2,Edge,151.0.0.0,1440,900,1,COMPLETED,
OBS-VIS-00024,6276e0888e0f6ef7e8e676a451b80f7831504130,19c6c6cfbe908971fc21fd54a41f4e0598c6ec38bb263f18c3febc525b46691e,4e0f18ce5dd9532411cab14c6e4633216a8a36331fc602117fc07af1f6f9d436,ECharts,5.6.0,canvas,5000,4,24,115.7,90.4,Edge,151.0.0.0,1440,900,1,COMPLETED,
OBS-VIS-00025,6276e0888e0f6ef7e8e676a451b80f7831504130,19c6c6cfbe908971fc21fd54a41f4e0598c6ec38bb263f18c3febc525b46691e,a02acfc720e8c40934a036e9e7b7bd67e2507ecece75ef552bec97d374eeef6a,D3,7.9.0,svg,1000,2,25,32.7,33.4,Edge,151.0.0.0,1440,900,1,COMPLETED,
OBS-VIS-00026,6276e0888e0f6ef7e8e676a451b80f7831504130,19c6c6cfbe908971fc21fd54a41f4e0598c6ec38bb263f18c3febc525b46691e,4e0f18ce5dd9532411cab14c6e4633216a8a36331fc602117fc07af1f6f9d436,Chart.js,4.4.8,canvas,5000,1,26,45.7,33.6,Edge,151.0.0.0,1440,900,1,COMPLETED,
OBS-VIS-00027,6276e0888e0f6ef7e8e676a451b80f7831504130,19c6c6cfbe908971fc21fd54a41f4e0598c6ec38bb263f18c3febc525b46691e,4e0f18ce5dd9532411cab14c6e4633216a8a36331fc602117fc07af1f6f9d436,D3,7.9.0,svg,5000,8,27,69.2,63.6,Edge,151.0.0.0,1440,900,1,COMPLETED,
OBS-VIS-00028,6276e0888e0f6ef7e8e676a451b80f7831504130,19c6c6cfbe908971fc21fd54a41f4e0598c6ec38bb263f18c3febc525b46691e,4e0f18ce5dd9532411cab14c6e4633216a8a36331fc602117fc07af1f6f9d436,ECharts,5.6.0,canvas,5000,10,28,122.8,99.1,Edge,151.0.0.0,1440,900,1,COMPLETED,
OBS-VIS-00029,6276e0888e0f6ef7e8e676a451b80f7831504130,19c6c6cfbe908971fc21fd54a41f4e0598c6ec38bb263f18c3febc525b46691e,4e0f18ce5dd9532411cab14c6e4633216a8a36331fc602117fc07af1f6f9d436,Chart.js,4.4.8,canvas,5000,3,29,40.8,39.7,Edge,151.0.0.0,1440,900,1,COMPLETED,
OBS-VIS-00030,6276e0888e0f6ef7e8e676a451b80f7831504130,19c6c6cfbe908971fc21fd54a41f4e0598c6ec38bb263f18c3febc525b46691e,4e0f18ce5dd9532411cab14c6e4633216a8a36331fc602117fc07af1f6f9d436,D3,7.9.0,svg,5000,3,30,68.3,53.3,Edge,151.0.0.0,1440,900,1,COMPLETED,
OBS-VIS-00031,6276e0888e0f6ef7e8e676a451b80f7831504130,19c6c6cfbe908971fc21fd54a41f4e0598c6ec38bb263f18c3febc525b46691e,8b2911770f4e9d06cf8306aa8390b6e9e89c86ad6131e1ee69f0c151f1c1db68,Chart.js,4.4.8,canvas,10000,10,31,65.6,67.1,Edge,151.0.0.0,1440,900,1,COMPLETED,
OBS-VIS-00032,6276e0888e0f6ef7e8e676a451b80f7831504130,19c6c6cfbe908971fc21fd54a41f4e0598c6ec38bb263f18c3febc525b46691e,a02acfc720e8c40934a036e9e7b7bd67e2507ecece75ef552bec97d374eeef6a,D3,7.9.0,svg,1000,10,32,32.3,32.8,Edge,151.0.0.0,1440,900,1,COMPLETED,
OBS-VIS-00033,6276e0888e0f6ef7e8e676a451b80f7831504130,19c6c6cfbe908971fc21fd54a41f4e0598c6ec38bb263f18c3febc525b46691e,a02acfc720e8c40934a036e9e7b7bd67e2507ecece75ef552bec97d374eeef6a,Chart.js,4.4.8,canvas,1000,9,33,16.5,16.4,Edge,151.0.0.0,1440,900,1,COMPLETED,
OBS-VIS-00034,6276e0888e0f6ef7e8e676a451b80f7831504130,19c6c6cfbe908971fc21fd54a41f4e0598c6ec38bb263f18c3febc525b46691e,6d5d7b2997eb34afc962ba44cc1602225cac40392f1963c7e8c6b6af580a4f00,ECharts,5.6.0,canvas,100,5,34,32.3,16.3,Edge,151.0.0.0,1440,900,1,COMPLETED,
OBS-VIS-00035,6276e0888e0f6ef7e8e676a451b80f7831504130,19c6c6cfbe908971fc21fd54a41f4e0598c6ec38bb263f18c3febc525b46691e,6d5d7b2997eb34afc962ba44cc1602225cac40392f1963c7e8c6b6af580a4f00,Chart.js,4.4.8,canvas,100,9,35,16.7,16.5,Edge,151.0.0.0,1440,900,1,COMPLETED,
OBS-VIS-00036,6276e0888e0f6ef7e8e676a451b80f7831504130,19c6c6cfbe908971fc21fd54a41f4e0598c6ec38bb263f18c3febc525b46691e,8b2911770f4e9d06cf8306aa8390b6e9e89c86ad6131e1ee69f0c151f1c1db68,D3,7.9.0,svg,10000,7,36,131.2,126.5,Edge,151.0.0.0,1440,900,1,COMPLETED,
OBS-VIS-00037,6276e0888e0f6ef7e8e676a451b80f7831504130,19c6c6cfbe908971fc21fd54a41f4e0598c6ec38bb263f18c3febc525b46691e,8b2911770f4e9d06cf8306aa8390b6e9e89c86ad6131e1ee69f0c151f1c1db68,ECharts,5.6.0,canvas,10000,9,37,216,194.1,Edge,151.0.0.0,1440,900,1,COMPLETED,
OBS-VIS-00038,6276e0888e0f6ef7e8e676a451b80f7831504130,19c6c6cfbe908971fc21fd54a41f4e0598c6ec38bb263f18c3febc525b46691e,8b2911770f4e9d06cf8306aa8390b6e9e89c86ad6131e1ee69f0c151f1c1db68,Chart.js,4.4.8,canvas,10000,7,38,67.1,49.1,Edge,151.0.0.0,1440,900,1,COMPLETED,
OBS-VIS-00039,6276e0888e0f6ef7e8e676a451b80f7831504130,19c6c6cfbe908971fc21fd54a41f4e0598c6ec38bb263f18c3febc525b46691e,6d5d7b2997eb34afc962ba44cc1602225cac40392f1963c7e8c6b6af580a4f00,D3,7.9.0,svg,100,5,39,16.6,17.8,Edge,151.0.0.0,1440,900,1,COMPLETED,
OBS-VIS-00040,6276e0888e0f6ef7e8e676a451b80f7831504130,19c6c6cfbe908971fc21fd54a41f4e0598c6ec38bb263f18c3febc525b46691e,4e0f18ce5dd9532411cab14c6e4633216a8a36331fc602117fc07af1f6f9d436,D3,7.9.0,svg,5000,1,40,75.3,57,Edge,151.0.0.0,1440,900,1,COMPLETED,
OBS-VIS-00041,6276e0888e0f6ef7e8e676a451b80f7831504130,19c6c6cfbe908971fc21fd54a41f4e0598c6ec38bb263f18c3febc525b46691e,4e0f18ce5dd9532411cab14c6e4633216a8a36331fc602117fc07af1f6f9d436,ECharts,5.6.0,canvas,5000,9,41,117.2,90.5,Edge,151.0.0.0,1440,900,1,COMPLETED,
OBS-VIS-00042,6276e0888e0f6ef7e8e676a451b80f7831504130,19c6c6cfbe908971fc21fd54a41f4e0598c6ec38bb263f18c3febc525b46691e,a02acfc720e8c40934a036e9e7b7bd67e2507ecece75ef552bec97d374eeef6a,Chart.js,4.4.8,canvas,1000,2,42,33,15.7,Edge,151.0.0.0,1440,900,1,COMPLETED,
OBS-VIS-00043,6276e0888e0f6ef7e8e676a451b80f7831504130,19c6c6cfbe908971fc21fd54a41f4e0598c6ec38bb263f18c3febc525b46691e,8b2911770f4e9d06cf8306aa8390b6e9e89c86ad6131e1ee69f0c151f1c1db68,D3,7.9.0,svg,10000,5,43,126.7,83.9,Edge,151.0.0.0,1440,900,1,COMPLETED,
OBS-VIS-00044,6276e0888e0f6ef7e8e676a451b80f7831504130,19c6c6cfbe908971fc21fd54a41f4e0598c6ec38bb263f18c3febc525b46691e,4e0f18ce5dd9532411cab14c6e4633216a8a36331fc602117fc07af1f6f9d436,ECharts,5.6.0,canvas,5000,2,44,112.1,89,Edge,151.0.0.0,1440,900,1,COMPLETED,
OBS-VIS-00045,6276e0888e0f6ef7e8e676a451b80f7831504130,19c6c6cfbe908971fc21fd54a41f4e0598c6ec38bb263f18c3febc525b46691e,8b2911770f4e9d06cf8306aa8390b6e9e89c86ad6131e1ee69f0c151f1c1db68,ECharts,5.6.0,canvas,10000,2,45,228.8,196.2,Edge,151.0.0.0,1440,900,1,COMPLETED,
